user1_id,choice_type,game_nr,m_points,coopcoop,coopdeflect,deflectcoop,deflectdeflect,user2_id,choice_type2,game2_nr,m_points2,coopcoop2,coopdeflect2,deflectcoop2,deflectdeflect2,ID
2039,Coop,0,88,8,20,-12,-5,2041,Deflect,0,120,8,20,-12,-5,5609
2041,Coop,0,108,8,20,-12,-5,2039,Deflect,0,108,8,20,-12,-5,5610
2039,Coop,0,116,8,20,-12,-5,2041,Coop,0,116,8,20,-12,-5,5611
2041,Deflect,0,136,8,20,-12,-5,2039,Coop,0,104,8,20,-12,-5,5612
2039,Deflect,0,124,8,20,-12,-5,2041,Coop,0,124,8,20,-12,-5,5613
2041,Deflect,0,144,8,20,-12,-5,2039,Coop,0,112,8,20,-12,-5,5614
2039,Deflect,0,107,8,20,-12,-5,2041,Deflect,0,139,8,20,-12,-5,5615
2041,Coop,0,127,8,20,-12,-5,2039,Deflect,0,127,8,20,-12,-5,5616
2039,Coop,0,115,8,20,-12,-5,2041,Deflect,0,147,8,20,-12,-5,5617
2041,Deflect,0,142,8,20,-12,-5,2039,Deflect,0,110,8,20,-12,-5,5618
2039,Deflect,0,105,8,20,-12,-5,2041,Deflect,0,137,8,20,-12,-5,5619
2041,Coop,0,125,8,20,-12,-5,2039,Deflect,0,125,8,20,-12,-5,5620
2039,Coop,0,133,8,20,-12,-5,2041,Coop,0,133,8,20,-12,-5,5621
2041,Coop,0,141,8,20,-12,-5,2039,Coop,0,141,8,20,-12,-5,5622
2039,Coop,0,149,8,20,-12,-5,2041,Coop,0,149,8,20,-12,-5,5623
2041,Coop,0,157,8,20,-12,-5,2039,Coop,0,157,8,20,-12,-5,5624
2039,Coop,0,165,8,20,-12,-5,2041,Coop,0,165,8,20,-12,-5,5625
2041,Coop,0,173,8,20,-12,-5,2039,Coop,0,173,8,20,-12,-5,5626
2039,Coop,0,181,8,20,-12,-5,2041,Coop,0,181,8,20,-12,-5,5627
2041,Coop,0,189,8,20,-12,-5,2039,Coop,0,189,8,20,-12,-5,5628
2039,Coop,0,177,8,20,-12,-5,2041,Deflect,0,209,8,20,-12,-5,5629
2041,Deflect,0,204,8,20,-12,-5,2039,Deflect,0,172,8,20,-12,-5,5630
2039,Deflect,0,167,8,20,-12,-5,2041,Deflect,0,199,8,20,-12,-5,5631
2041,Deflect,0,194,8,20,-12,-5,2039,Deflect,0,162,8,20,-12,-5,5632
2039,Deflect,0,157,8,20,-12,-5,2041,Deflect,0,189,8,20,-12,-5,5633
2041,Coop,0,177,8,20,-12,-5,2039,Deflect,0,177,8,20,-12,-5,5634
2039,Coop,0,185,8,20,-12,-5,2041,Coop,0,185,8,20,-12,-5,5635
